Mgg [GeV],Nevents,sigma,hypothesis,generating_function
1710.0,2,1.4142135623730951,0.45083175424009725,0.4838886232605356
1730.0,0,,0.4241330879803531,0.4555891680258811
1750.0,1,1.0,0.3992663088249891,0.4292125251569834
1770.0,1,1.0,0.37608858255509364,0.4046099362769911
1790.0,2,1.4142135623730951,0.35446953818035376,0.3816455412659848
1810.0,0,,0.334290065922304,0.36019514074730064
1830.0,1,1.0,0.31544124203399077,0.3401450885913213
1850.0,1,1.0,0.2978233659372193,0.3213912996078679
1870.0,0,,0.2813450969484223,0.3038383594207984
1890.0,2,1.4142135623730951,0.26592267941808023,0.2873987251012107
1910.0,1,1.0,0.25147924645925174,0.2719920065119907
1930.0,0,,0.23794419361680966,0.25754431951531365
1950.0,0,,0.2252526148541822,0.24398770324024896
1970.0,0,,0.21334479412955676,0.2312595945209216
1990.0,0,,0.20216574661608905,0.21930235341437962
2010.0,0,,0.19166480430575972,0.2080628344069089
2030.0,0,,0.18179524133710367,0.19749199853096008
2050.0,0,,0.17251393491418765,0.1875445621535639
2070.0,1,1.0,0.16378105814749092,0.1781786786707046
2090.0,0,,0.15555980155498483,0.16935564975901077
2110.0,0,,0.1478161203208904,0.16103966320360985
2130.0,0,,0.140518504726345,0.15319755464518403
2150.0,0,,0.13363777144599942,0.1457985908757491
2170.0,1,1.0,0.12714687365188165,0.13881427256600967
2190.0,0,,0.12102072808477551,0.13221815453146554
2210.0,1,1.0,0.11523605744736305,0.12598568184332481
2230.0,0,,0.10977124664541507,0.12009404026670721
2250.0,0,,0.10460621155612607,0.11452201966539752
2270.0,2,1.4142135623730951,0.09972227913850748,0.10924988915180885
2290.0,0,,0.09510207782159683,0.10425928288488866
2310.0,0,,0.09072943721390594,0.0995330955292954
2330.0,0,,0.08658929627350785,0.0950553864877928
2350.0,0,,0.08266761916381371,0.09081129210685676
2370.0,0,,0.07895131809663554,0.08678694513421326
2390.0,0,,0.07542818253254092,0.08296940077738908
2410.0,0,,0.07208681416975456,0.07934656877541502
2430.0,1,1.0,0.06891656720772403,0.07590715095228875
2450.0,0,,0.06590749342065409,0.0726405837714767
2470.0,0,,0.06305029162045947,0.06953698545621874
2490.0,1,1.0,0.06033626112823562,0.06658710728126957
2510.0,0,,0.05775725890898514,0.06378228867846208
2530.0,0,,0.05530566005641078,0.06111441583156376
2550.0,0,,0.0529743213434582,0.058575883465693535
2570.0,0,,0.05075654758030997,0.056159559563428156
2590.0,0,,0.04864606054500676,0.05385875276397015
2610.0,0,,0.046636970273048826,0.051667182223632147
2630.0,0,,0.04472374851146842,0.049578949735669786
2650.0,0,,0.04290120416015985,0.047588513925382
2670.0,0,,0.04116446053890183,0.04569066635258205
2690.0,0,,0.03950893433267199,0.043880509368200794
2710.0,0,,0.03793031608069297,0.04215343558507618
