Mgg [GeV],Nevents,sigma,hypothesis,generating_function
1130.0,4,2.0,4.622797482784608,3.9601652087052703
1150.0,3,1.7320508075688772,4.2511819252397185,3.62915507787563
1170.0,3,1.7320508075688772,3.9146740834389857,3.3303298144960807
1190.0,3,1.7320508075688772,3.6094714455022636,3.060126766597693
1210.0,4,2.0,3.332234852811749,2.8154247496656892
1230.0,5,2.23606797749979,3.0800259080342363,2.5934836242611543
1250.0,3,1.7320508075688772,2.8502536461631616,2.391892908663247
1270.0,0,,2.640628981225688,2.208527963775625
1290.0,2,1.4142135623730951,2.4491256983485727,2.041512542011824
1310.0,1,1.0,2.273946970433825,1.8891866990805428
1330.0,1,1.0,2.1134965500871123,1.7500792368545515
1350.0,2,1.4142135623730951,1.9663539280582956,1.622883984205117
1370.0,0,,1.8312528651696014,1.5064393366791784
1390.0,2,1.4142135623730951,1.7070628002120332,1.399710569862866
1410.0,1,1.0,1.5927727153394513,1.3017745189512366
1430.0,2,1.4142135623730951,1.4874771060982837,1.2118062814307686
1450.0,1,1.0,1.390363757830763,1.1290676532950388
1470.0,2,1.4142135623730951,1.3007030757463045,1.0528970538060503
1490.0,0,,1.2178387540629851,0.982700731065605
1510.0,0,,1.1411796015759936,0.917945071856949
1530.0,0,,1.070192367869413,0.8581498654038342
1550.0,1,1.0,1.0043954370170434,0.802882392727195
1570.0,0,,0.9433532747264901,0.7517522318596415
1590.0,2,1.4142135623730951,0.8866715310518078,0.7044066848805646
1610.0,0,,0.8339927145144913,0.6605267460337079
1630.0,0,,0.7849923651281089,0.6198235414761324
1650.0,1,1.0,0.7393756637477268,0.5820351808064236
1670.0,0,,0.6968744236347615,0.5469239686992736
1690.0,0,,0.6572444173689427,0.5142739319568322
1710.0,0,,0.6202629984413918,0.4838886232605356
1730.0,0,,0.585726982185286,0.4555891680258811
1750.0,0,,0.553450755276137,0.4292125251569834
1770.0,0,,0.5232645869742829,0.4046099362769911
1790.0,0,,0.49501311868147596,0.3816455412659848
1810.0,0,,0.46855401132089797,0.36019514074730064
1830.0,0,,0.4437567325923559,0.3401450885913213
1850.0,1,1.0,0.4205014683585631,0.3213912996078679
1870.0,0,,0.39867814433206816,0.3038383594207984
1890.0,0,,0.3781855458967196,0.2873987251012107
1910.0,0,,0.35893052534683917,0.2719920065119907
1930.0,0,,0.34082728709147003,0.25754431951531365
1950.0,0,,0.32379674247514967,0.24398770324024896
1970.0,0,,0.3077659268324219,0.2312595945209216
1990.0,0,,0.2926674722391635,0.21930235341437962
2010.0,0,,0.2784391301656337,0.2080628344069089
2030.0,0,,0.26502333888765733,0.19749199853096008
2050.0,0,,0.2523668310852431,0.1875445621535639
2070.0,0,,0.24042027756232062,0.1781786786707046
2090.0,1,1.0,0.22913796346590995,0.16935564975901077
2110.0,1,1.0,0.21847749377551248,0.16103966320360985
2130.0,0,,0.2083995251802644,0.15319755464518403
2150.0,0,,0.19886752176823175,0.1457985908757491
2170.0,0,,0.18984753222394946,0.13881427256600967
2190.0,0,,0.18130798647125912,0.13221815453146554
2210.0,0,,0.1732195099124183,0.12598568184332481
2230.0,0,,0.1655547536045036,0.12009404026670721
2250.0,0,,0.15828823888324167,0.11452201966539752
2270.0,0,,0.15139621509498533,0.10924988915180885
2290.0,0,,0.14485652923177483,0.10425928288488866
2310.0,0,,0.13864850638422474,0.0995330955292954
2330.0,1,1.0,0.13275284003396667,0.0950553864877928
2350.0,0,,0.12715149130303183,0.09081129210685676
2370.0,0,,0.12182759636319002,0.08678694513421326
2390.0,0,,0.11676538128493989,0.08296940077738908
2410.0,0,,0.1119500836746133,0.07934656877541502
2430.0,0,,0.10736788050977052,0.07590715095228875
2450.0,0,,0.10300582163849019,0.0726405837714767
2470.0,0,,0.09885176845799254,0.06953698545621874
2490.0,0,,0.0948943373328771,0.06658710728126957
2510.0,0,,0.09112284735363133,0.06378228867846208
2530.0,0,,0.08752727207247005,0.06111441583156376
2550.0,0,,0.08409819488639388,0.058575883465693535
2570.0,0,,0.08082676776699133,0.056159559563428156
2590.0,0,,0.07770467306329537,0.05385875276397015
2610.0,0,,0.07472408812821461,0.051667182223632147
2630.0,0,,0.07187765254097278,0.049578949735669786
2650.0,0,,0.06915843771783509,0.047588513925382
2670.0,0,,0.06655991872138085,0.04569066635258205
2690.0,0,,0.06407594809489178,0.043880509368200794
2710.0,0,,0.061700731563232164,0.04215343558507618
