Mgg [GeV],Nevents,sigma,hypothesis,generating_function
1410.0,5,2.23606797749979,2.133561488175518,3.5178720639880305
1430.0,3,1.7320508075688772,2.0009857455723896,3.1789376413175767
1450.0,0,,1.8782468028516903,2.7850614475170374
1470.0,4,2.0,1.7644982295037603,2.393186253750658
1490.0,1,1.0,1.658976260689669,2.051390446523963
1510.0,2,1.4142135623730951,1.5609907836898085,1.7891281361092581
1530.0,1,1.0,1.469917407425846,1.6144514586820515
1550.0,2,1.4142135623730951,1.3851904731331466,1.5172324568215285
1570.0,1,1.0,1.3062968843668257,1.475741184656126
1590.0,0,,1.232770651573335,1.4638498874538215
1610.0,0,,1.164188060946832,1.4570412216449924
1630.0,1,1.0,1.100163389626103,1.4364644265402835
1650.0,2,1.4142135623730951,1.0403450998143418,1.3909892212576693
1670.0,1,1.0,0.9844124534038216,1.3175007554986025
1690.0,0,,0.9320724963970154,1.2197685177302202
1710.0,0,,0.8830573690323253,1.1063005112137172
1730.0,1,1.0,0.837121903211745,0.987702692525869
1750.0,1,1.0,0.7940414737282097,0.8741267530366108
1770.0,1,1.0,0.753610074019019,0.7733234056679097
1790.0,1,1.0,0.7156385908266948,0.689613245028776
1810.0,2,1.4142135623730951,0.6799532553132175,0.6238128754573032
1830.0,1,1.0,0.6463942509180068,0.5739117423490171
1850.0,0,,0.6148144606338948,0.5361601641934328
1870.0,0,,0.585078338449167,0.5062201348157047
1890.0,0,,0.5570608915108446,0.48011566259625227
1910.0,0,,0.5306467611410987,0.45484429004301535
1930.0,1,1.0,0.5057293922167144,0.42862771683383916
1950.0,1,1.0,0.4822102816273771,0.40086034291499184
1970.0,1,1.0,0.45999829758538024,0.3718548026211107
1990.0,0,,0.43900906248678495,0.3424908792579823
2010.0,0,,0.4191643928390049,0.3138600616253146
2030.0,0,,0.4003917904868971,0.28697244550045214
2050.0,1,1.0,0.38262398000122494,0.2625630473232816
2070.0,0,,0.3657984876506836,0.24100631984327497
2090.0,0,,0.34985725787092514,0.22232492360462608
2110.0,0,,0.33474630357934976,0.20626442233878828
2130.0,1,1.0,0.32041538706980854,0.1924004643752057
2150.0,0,,0.30681772856301076,0.18024805307123665
2170.0,0,,0.2939097397915772,0.16935097895697604
2190.0,0,,0.28165078026800844,0.1593400509454242
2210.0,0,,0.2700029341233929,0.1499584881112188
2230.0,0,,0.2589308056179336,0.14105984450885792
2250.0,0,,0.24840133161447486,0.13258749194935776
2270.0,0,,0.23838360947581017,0.12454532028557641
2290.0,0,,0.22884873899802438,0.11696782730009857
2310.0,0,,0.219769677127555,0.1098951949175804
2330.0,0,,0.21112110433085268,0.1033561718471482
2350.0,0,,0.2028793015940729,0.09735921120665242
2370.0,0,,0.19502203712759045,0.09189065595588516
2390.0,0,,0.18752846193747486,0.08691789143037801
2410.0,0,,0.18037901350454905,0.08239519095378248
2430.0,0,,0.17355532688221084,0.07827027374202618
2450.0,0,,0.1670401525876947,0.07449015418178123
2470.0,0,,0.16081728071864126,0.07100549089723805
2490.0,0,,0.15487147077840194,0.06777319845260803
2510.0,0,,0.14918838674001497,0.06475748364020131
2530.0,0,,0.14375453692080115,0.061929690573031826
2550.0,0,,0.1385572182774807,0.05926740598460061
2570.0,0,,0.1335844647660441,0.0567532334361345
2590.0,0,,0.12882499944169085,0.05437354308747325
2610.0,0,,0.1242681900022957,0.052117385433842214
2630.0,0,,0.11990400750438528,0.049975652360934514
2650.0,0,,0.11572298800376264,0.047940491937147424
2670.0,0,,0.11171619689393583,0.046004937707808356
2690.0,1,1.0,0.10787519573460817,0.04416269449869867
2710.0,0,,0.10419201137985713,0.04240802301553043
