Mgg [GeV],Nevents,sigma,hypothesis,generating_function
1370.0,3,1.7320508075688772,1.5963619707988037,1.5064393366791784
1390.0,1,1.0,1.4844025259370432,1.399710569862866
1410.0,3,1.7320508075688772,1.381593583275247,1.3017745189512366
1430.0,2,1.4142135623730951,1.287082152400466,1.2118062814307686
1450.0,2,1.4142135623730951,1.2001044242678138,1.1290676532950388
1470.0,2,1.4142135623730951,1.1199754526194712,1.0528970538060503
1490.0,1,1.0,1.0460801423197763,0.982700731065605
1510.0,0,,0.9778653650345227,0.917945071856949
1530.0,1,1.0,0.9148330492469853,0.8581498654038342
1550.0,3,1.7320508075688772,0.8565341139639281,0.802882392727195
1570.0,1,1.0,0.8025631343295057,0.7517522318596415
1590.0,0,,0.752553643315116,0.7044066848805646
1610.0,0,,0.7061739871679767,0.6605267460337079
1630.0,3,1.7320508075688772,0.6631236637762596,0.6198235414761324
1650.0,1,1.0,0.6231300828717103,0.5820351808064236
1670.0,0,,0.5859456953134419,0.5469239686992736
1690.0,0,,0.5513454458054511,0.5142739319568322
1710.0,1,1.0,0.5191245094837399,0.4838886232605356
1730.0,1,1.0,0.48909627802424616,0.4555891680258811
1750.0,1,1.0,0.4610905654019372,0.4292125251569834
1770.0,1,1.0,0.43495200728523226,0.4046099362769911
1790.0,0,,0.410538631371112,0.3816455412659848
1810.0,0,,0.3877205788334488,0.36019514074730064
1830.0,2,1.4142135623730951,0.36637895953625094,0.3401450885913213
1850.0,0,,0.3464048258107027,0.3213912996078679
1870.0,0,,0.32769825145723336,0.3038383594207984
1890.0,0,,0.3101675042519619,0.2873987251012107
1910.0,0,,0.2937283016444794,0.2719920065119907
1930.0,0,,0.2783031405605747,0.25754431951531365
1950.0,0,,0.26382069329370705,0.24398770324024896
1970.0,0,,0.2502152624042213,0.2312595945209216
1990.0,0,,0.23742628836355903,0.21930235341437962
2010.0,0,,0.22539790439761673,0.2080628344069089
2030.0,0,,0.21407853361237297,0.19749199853096008
2050.0,0,,0.2034205240374143,0.1875445621535639
2070.0,0,,0.19337981770894713,0.1781786786707046
2090.0,1,1.0,0.18391565034181637,0.16935564975901077
2110.0,1,1.0,0.17499027851742188,0.16103966320360985
2130.0,0,,0.16656873164747565,0.15319755464518403
2150.0,0,,0.1586185862679652,0.1457985908757491
2170.0,0,,0.15110976047814748,0.13881427256600967
2190.0,0,,0.144014326570122,0.13221815453146554
2210.0,0,,0.1373063400991652,0.12598568184332481
2230.0,0,,0.13096168382661466,0.12009404026670721
2250.0,0,,0.12495792512853278,0.11452201966539752
2270.0,0,,0.11927418560697695,0.10924988915180885
2290.0,0,,0.11389102176857302,0.10425928288488866
2310.0,0,,0.10879031574909885,0.0995330955292954
2330.0,0,,0.10395517516449913,0.0950553864877928
2350.0,0,,0.09936984125959465,0.09081129210685676
2370.0,0,,0.09501960460699425,0.08678694513421326
2390.0,0,,0.09089072768138667,0.08296940077738908
2410.0,0,,0.08697037369949966,0.07934656877541502
2430.0,0,,0.08324654117438153,0.07590715095228875
2450.0,0,,0.07970800368502927,0.0726405837714767
2470.0,0,,0.07634425440942391,0.06953698545621874
2490.0,0,,0.07314545501131481,0.06658710728126957
2510.0,0,,0.07010238850912376,0.06378228867846208
2530.0,0,,0.06720641578959337,0.06111441583156376
2550.0,0,,0.06444943545966114,0.058575883465693535
2570.0,0,,0.06182384675786912,0.056159559563428156
2590.0,0,,0.05932251527174497,0.05385875276397015
2610.0,0,,0.05693874123027609,0.051667182223632147
2630.0,0,,0.054666230161111766,0.049578949735669786
2650.0,0,,0.05249906572068469,0.047588513925382
2670.0,0,,0.05043168452224189,0.04569066635258205
2690.0,0,,0.04845885280199437,0.043880509368200794
2710.0,0,,0.04657564477739939,0.04215343558507618
